Date,Open,High,Low,Close,Range,bodyRange,bodyColor
02/21/20,1694.73,1694.73,1673.20,1678.61,21.53,-16.12,RED
02/20/20,1689.42,1698.91,1677.62,1696.07,21.29,6.65,GREEN
02/19/20,1685.33,1698.16,1685.33,1692.57,12.83,7.24,GREEN
02/18/20,1686.03,1687.38,1674.60,1683.52,12.78,-2.51,RED
02/14/20,1694.87,1695.17,1683.47,1687.58,11.70,-7.29,RED
02/13/20,1684.58,1696.54,1680.38,1693.74,16.16,9.16,GREEN
02/12/2020,1684.39,1690.06,1683.02,1689.38,7.04,4.99,GREEN
02/11/2020,1654.92,1686.01,1653.67,1677.52,32.34,22.60,GREEN
02/10/2020,1654.92,1667.70,1653.67,1667.67,14.03,12.75,GREEN
02/07/2020,1673.53,1673.53,1654.31,1656.78,19.22,-16.75,RED
02/06/2020,1685.44,1689.17,1677.29,1677.46,11.88,-7.98,RED
02/05/2020,1644.42,1682.96,1644.42,1681.92,38.54,37.50,GREEN
02/04/2020,1644.42,1661.00,1644.42,1656.77,16.58,12.35,GREEN
02/03/2020,1618.80,1636.88,1618.80,1632.20,18.08,13.40,GREEN
01/31/20,1643.69,1643.69,1610.64,1614.06,33.05,-29.63,RED
01/30/20,1641.47,1648.43,1630.94,1648.22,17.49,6.75,GREEN
01/29/20,1661.08,1663.77,1649.00,1649.22,14.77,-11.86,RED
01/28/20,1651.13,1661.19,1651.13,1658.31,10.06,7.18,GREEN
01/27/20,1660.82,1660.82,1632.26,1644.14,28.56,-16.68,RED
01/24/20,1687.81,1689.15,1653.19,1662.23,35.96,-25.58,RED
01/23/20,1680.54,1687.85,1666.47,1685.01,21.38,4.47,GREEN
01/22/20,1691.07,1694.37,1682.94,1684.46,11.43,-6.61,RED
01/21/20,1695.45,1695.45,1684.26,1685.90,11.19,-9.55,RED
01/17/20,1712.93,1715.08,1697.69,1699.64,17.39,-13.29,RED
01/16/20,1691.82,1706.17,1691.82,1705.21,14.35,13.39,GREEN
01/15/20,1673.69,1688.12,1673.40,1682.40,14.72,8.71,GREEN
01/14/20,1668.39,1684.34,1662.86,1675.74,21.48,7.35,GREEN
01/13/20,1658.98,1669.61,1652.32,1669.61,17.29,10.63,GREEN
01/10/2020,1665.47,1666.75,1654.01,1657.64,12.74,-7.83,RED
01/09/2020,1669.86,1671.82,1663.78,1664.99,8.04,-4.87,RED
01/08/2020,1658.47,1669.29,1658.23,1663.59,11.06,5.12,GREEN
01/07/2020,1659.73,1662.10,1653.33,1658.31,8.77,-1.42,RED
01/06/2020,1650.66,1664.85,1645.51,1663.26,19.34,12.60,GREEN
01/03/2020,1675.90,1678.14,1648.54,1660.87,29.60,-15.03,RED
01/02/2020,1675.90,1678.14,1653.52,1666.77,24.62,-9.13,RED
